day_num;timestamp;avg_watt;min_watt;max_watt;
1;18.06.25, 00:00:01;723,935;722,338;724,661;
2;18.06.25, 00:00:02;724,341;722,878;725,881;
3;18.06.25, 00:00:03;724,714;723,598;725,766;
4;18.06.25, 00:00:04;724,791;722,827;726,237;
5;18.06.25, 00:00:05;724,286;722,692;725,720;
6;18.06.25, 00:00:06;724,338;722,823;725,624;
7;18.06.25, 00:00:07;724,483;723,057;725,424;
8;18.06.25, 00:00:08;724,307;722,689;725,871;
9;18.06.25, 00:00:09;724,513;723,516;725,082;
10;18.06.25, 00:00:10;724,602;723,745;725,428;
11;18.06.25, 00:00:11;724,372;722,901;725,105;
12;18.06.25, 00:00:12;724,829;722,485;725,930;
13;18.06.25, 00:00:13;723,397;721,480;725,792;
14;18.06.25, 00:00:14;723,814;722,983;724,772;
15;18.06.25, 00:00:15;724,209;721,416;726,622;
16;18.06.25, 00:00:16;724,355;722,772;725,247;
17;18.06.25, 00:00:17;724,649;723,137;725,791;
18;18.06.25, 00:00:18;724,288;722,833;725,144;
19;18.06.25, 00:00:19;724,676;723,628;725,833;
20;18.06.25, 00:00:20;724,828;723,135;726,002;
21;18.06.25, 00:00:21;724,988;723,724;726,566;
22;18.06.25, 00:00:22;724,090;722,532;725,370;
23;18.06.25, 00:00:23;724,684;723,601;726,148;
24;18.06.25, 00:00:24;724,357;723,282;725,317;
25;18.06.25, 00:00:25;724,634;722,860;727,624;
26;18.06.25, 00:00:26;725,022;724,078;725,987;
27;18.06.25, 00:00:27;724,177;722,713;726,041;
28;18.06.25, 00:00:28;724,506;723,650;725,213;
29;18.06.25, 00:00:29;724,697;722,903;726,339;
30;18.06.25, 00:00:30;724,461;723,188;725,805;
31;18.06.25, 00:00:31;723,602;722,593;725,140;
32;18.06.25, 00:00:32;723,818;722,328;724,841;
33;18.06.25, 00:00:33;724,703;722,635;726,933;
34;18.06.25, 00:00:34;724,333;723,536;725,187;
35;18.06.25, 00:00:35;725,171;723,871;726,461;
36;18.06.25, 00:00:36;726,315;724,288;728,064;
37;18.06.25, 00:00:37;727,394;724,954;729,382;
38;18.06.25, 00:00:38;728,726;727,305;730,448;
39;18.06.25, 00:00:39;727,950;726,083;728,797;
40;18.06.25, 00:00:40;728,466;727,640;729,111;
41;18.06.25, 00:00:41;728,431;727,568;728,909;
42;18.06.25, 00:00:42;727,781;725,925;730,041;
43;18.06.25, 00:00:43;727,957;726,716;730,136;
44;18.06.25, 00:00:44;727,806;726,924;728,621;
45;18.06.25, 00:00:45;728,212;727,105;729,620;
46;18.06.25, 00:00:46;727,569;726,857;728,488;
47;18.06.25, 00:00:47;727,778;727,511;728,114;
48;18.06.25, 00:00:48;728,042;726,796;729,933;
49;18.06.25, 00:00:49;727,702;725,721;728,834;
50;18.06.25, 00:00:50;727,436;727,167;727,856;
51;18.06.25, 00:00:51;727,320;726,078;728,331;
52;18.06.25, 00:00:52;727,493;727,060;727,978;
53;18.06.25, 00:00:53;728,123;726,947;729,432;
54;18.06.25, 00:00:54;727,787;727,002;729,274;
55;18.06.25, 00:00:55;727,356;725,374;728,999;
56;18.06.25, 00:00:56;728,342;728,113;728,676;
57;18.06.25, 00:00:57;728,662;728,076;729,742;
58;18.06.25, 00:00:58;728,192;727,106;729,752;
59;18.06.25, 00:00:59;728,336;727,230;729,194;
60;18.06.25, 00:01:00;729,509;727,541;734,894;
61;18.06.25, 00:01:01;728,575;726,970;730,139;
62;18.06.25, 00:01:02;728,363;726,919;729,200;
63;18.06.25, 00:01:03;729,176;727,935;729,910;
64;18.06.25, 00:01:04;728,547;727,187;729,428;
65;18.06.25, 00:01:05;728,493;726,590;729,613;
66;18.06.25, 00:01:06;726,715;725,673;728,503;
67;18.06.25, 00:01:07;725,637;724,674;727,003;
68;18.06.25, 00:01:08;725,673;723,791;726,902;
69;18.06.25, 00:01:09;725,378;723,970;726,442;
70;18.06.25, 00:01:10;725,552;724,451;726,236;
71;18.06.25, 00:01:11;725,745;725,041;726,744;
72;18.06.25, 00:01:12;725,731;724,596;727,014;
73;18.06.25, 00:01:13;725,727;724,281;726,529;
74;18.06.25, 00:01:14;725,720;724,013;726,678;
75;18.06.25, 00:01:15;725,247;723,801;726,205;
76;18.06.25, 00:01:16;725,952;725,110;727,011;
77;18.06.25, 00:01:17;725,617;724,623;726,256;
78;18.06.25, 00:01:18;725,991;724,158;728,098;
79;18.06.25, 00:01:19;725,749;725,343;726,471;
80;18.06.25, 00:01:20;725,599;723,990;728,420;
81;18.06.25, 00:01:21;726,079;724,550;727,598;
82;18.06.25, 00:01:22;725,643;725,106;726,470;
83;18.06.25, 00:01:23;726,386;725,623;727,248;
84;18.06.25, 00:01:24;726,308;725,015;727,073;
85;18.06.25, 00:01:25;726,025;724,597;727,607;
86;18.06.25, 00:01:26;726,749;724,949;728,041;
87;18.06.25, 00:01:27;726,726;726,323;727,170;
88;18.06.25, 00:01:28;726,072;725,511;726,884;
89;18.06.25, 00:01:29;726,219;724,790;727,341;
90;18.06.25, 00:01:30;726,436;725,983;727,289;
91;18.06.25, 00:01:31;726,172;725,287;727,828;
92;18.06.25, 00:01:32;725,853;724,918;727,098;
93;18.06.25, 00:01:33;725,716;724,773;727,124;
94;18.06.25, 00:01:34;725,743;724,874;726,511;
95;18.06.25, 00:01:35;726,058;725,168;726,736;
96;18.06.25, 00:01:36;726,328;726,091;726,967;
97;18.06.25, 00:01:37;726,215;724,711;728,015;
98;18.06.25, 00:01:38;726,448;725,006;728,013;
99;18.06.25, 00:01:39;725,749;724,690;728,087;
100;18.06.25, 00:01:40;726,216;725,405;727,859;
101;18.06.25, 00:01:41;726,849;726,128;727,438;
102;18.06.25, 00:01:42;725,513;724,858;726,535;
103;18.06.25, 00:01:43;726,569;726,231;726,936;
104;18.06.25, 00:01:44;742,204;726,362;797,888;
105;18.06.25, 00:01:45;723,668;720,224;725,604;
106;18.06.25, 00:01:46;723,587;722,181;725,068;
107;18.06.25, 00:01:47;723,030;721,829;724,075;
108;18.06.25, 00:01:48;722,070;720,895;723,407;
109;18.06.25, 00:01:49;723,523;721,980;725,162;
110;18.06.25, 00:01:50;723,229;721,395;725,188;
111;18.06.25, 00:01:51;724,275;722,863;726,047;
112;18.06.25, 00:01:52;726,348;723,463;728,221;
113;18.06.25, 00:01:53;727,179;724,283;729,191;
114;18.06.25, 00:01:54;725,848;725,098;726,649;
115;18.06.25, 00:01:55;725,762;723,683;727,535;
116;18.06.25, 00:01:56;725,895;725,568;726,499;
117;18.06.25, 00:01:57;726,702;724,916;727,886;
118;18.06.25, 00:01:58;726,251;725,113;727,158;
119;18.06.25, 00:01:59;725,541;724,256;726,295;
120;18.06.25, 00:02:00;726,200;724,601;728,487;
121;18.06.25, 00:02:01;727,520;724,877;734,464;
122;18.06.25, 00:02:02;725,299;724,311;726,285;
123;18.06.25, 00:02:03;725,615;724,777;727,134;
124;18.06.25, 00:02:04;725,220;724,679;725,834;
125;18.06.25, 00:02:05;725,928;724,084;726,838;
126;18.06.25, 00:02:06;723,904;723,528;724,274;
127;18.06.25, 00:02:07;723,081;721,488;724,335;
128;18.06.25, 00:02:08;723,905;722,919;725,253;
129;18.06.25, 00:02:09;723,784;722,433;724,511;
130;18.06.25, 00:02:10;723,526;722,809;725,390;
131;18.06.25, 00:02:11;722,791;722,113;723,732;
132;18.06.25, 00:02:12;723,211;721,389;725,042;
133;18.06.25, 00:02:13;725,006;724,665;725,557;
134;18.06.25, 00:02:14;724,340;723,297;725,772;
135;18.06.25, 00:02:15;724,631;723,874;725,749;
136;18.06.25, 00:02:16;724,243;723,250;725,284;
137;18.06.25, 00:02:17;724,462;723,799;725,795;
138;18.06.25, 00:02:18;724,669;723,558;726,181;
139;18.06.25, 00:02:19;724,385;724,020;724,988;
140;18.06.25, 00:02:20;724,719;722,844;726,550;
141;18.06.25, 00:02:21;724,654;723,107;725,750;
142;18.06.25, 00:02:22;724,722;723,297;725,601;
143;18.06.25, 00:02:23;724,757;724,008;726,701;
144;18.06.25, 00:02:24;724,831;724,498;725,252;
145;18.06.25, 00:02:25;725,207;724,028;725,802;
146;18.06.25, 00:02:26;724,631;724,078;725,248;
147;18.06.25, 00:02:27;724,622;722,925;726,555;
148;18.06.25, 00:02:28;725,646;723,984;727,200;
149;18.06.25, 00:02:29;725,294;723,745;726,656;
150;18.06.25, 00:02:30;725,742;723,361;727,748;
151;18.06.25, 00:02:31;724,812;724,627;725,335;
152;18.06.25, 00:02:32;725,657;724,938;726,968;
153;18.06.25, 00:02:33;726,125;725,468;727,461;
154;18.06.25, 00:02:34;725,633;725,022;726,085;
155;18.06.25, 00:02:35;725,878;725,044;727,201;
156;18.06.25, 00:02:36;724,839;723,038;726,641;
157;18.06.25, 00:02:37;725,797;725,223;726,134;
158;18.06.25, 00:02:38;725,880;725,070;726,905;
159;18.06.25, 00:02:39;741,059;722,977;789,786;
160;18.06.25, 00:02:40;724,803;723,456;725,901;
161;18.06.25, 00:02:41;723,889;722,792;725,389;
162;18.06.25, 00:02:42;724,372;723,697;725,347;
163;18.06.25, 00:02:43;724,961;724,026;727,225;
164;18.06.25, 00:02:44;724,154;722,035;725,630;
165;18.06.25, 00:02:45;724,767;721,980;726,153;
166;18.06.25, 00:02:46;724,820;722,983;725,580;
167;18.06.25, 00:02:47;724,579;723,496;726,219;
168;18.06.25, 00:02:48;724,703;723,261;725,932;
169;18.06.25, 00:02:49;724,413;723,236;725,909;
170;18.06.25, 00:02:50;725,020;724,360;725,949;
171;18.06.25, 00:02:51;725,239;724,102;726,398;
172;18.06.25, 00:02:52;725,354;724,311;726,343;
173;18.06.25, 00:02:53;724,523;722,367;726,475;
174;18.06.25, 00:02:54;724,586;721,897;726,015;
175;18.06.25, 00:02:55;725,335;723,479;726,925;
176;18.06.25, 00:02:56;724,934;722,469;727,851;
177;18.06.25, 00:02:57;725,177;723,420;726,209;
178;18.06.25, 00:02:58;724,025;722,567;725,762;
179;18.06.25, 00:02:59;724,827;722,773;726,683;
180;18.06.25, 00:03:00;725,327;723,034;727,371;
181;18.06.25, 00:03:01;725,506;723,203;727,328;
182;18.06.25, 00:03:02;726,124;724,109;728,193;
183;18.06.25, 00:03:03;725,766;723,877;727,055;
184;18.06.25, 00:03:04;725,549;723,818;727,990;
185;18.06.25, 00:03:05;725,363;723,306;726,857;
186;18.06.25, 00:03:06;725,213;723,285;727,010;
187;18.06.25, 00:03:07;725,403;723,274;726,669;
188;18.06.25, 00:03:08;724,577;723,576;726,395;
189;18.06.25, 00:03:09;725,343;724,389;726,346;
190;18.06.25, 00:03:10;724,844;723,544;727,102;
191;18.06.25, 00:03:11;724,871;723,535;726,669;
192;18.06.25, 00:03:12;725,048;723,814;726,639;
193;18.06.25, 00:03:13;725,134;724,135;725,850;
194;18.06.25, 00:03:14;724,676;723,255;726,930;
195;18.06.25, 00:03:15;725,100;724,481;726,083;
196;18.06.25, 00:03:16;724,575;723,354;725,844;
197;18.06.25, 00:03:17;725,389;723,822;726,223;
198;18.06.25, 00:03:18;725,741;723,537;727,089;
199;18.06.25, 00:03:19;724,897;723,466;726,147;
200;18.06.25, 00:03:20;724,832;722,680;726,526;
201;18.06.25, 00:03:21;726,042;724,702;727,397;
202;18.06.25, 00:03:22;724,569;723,639;725,725;
203;18.06.25, 00:03:23;725,488;724,756;726,769;
204;18.06.25, 00:03:24;725,009;724,116;725,810;
205;18.06.25, 00:03:25;725,895;724,762;727,272;
206;18.06.25, 00:03:26;725,649;724,848;726,818;
207;18.06.25, 00:03:27;725,031;724,366;725,603;
208;18.06.25, 00:03:28;725,929;724,911;727,480;
209;18.06.25, 00:03:29;725,821;723,877;727,781;
210;18.06.25, 00:03:30;725,871;725,169;726,736;
211;18.06.25, 00:03:31;725,452;724,453;726,242;
212;18.06.25, 00:03:32;725,625;725,190;725,896;
213;18.06.25, 00:03:33;725,650;725,080;726,383;
214;18.06.25, 00:03:34;725,315;724,377;726,843;
215;18.06.25, 00:03:35;725,519;724,657;726,049;
216;18.06.25, 00:03:36;725,515;723,881;727,008;
217;18.06.25, 00:03:37;726,135;724,555;728,317;
218;18.06.25, 00:03:38;725,759;724,965;726,832;
219;18.06.25, 00:03:39;725,286;723,747;726,031;
220;18.06.25, 00:03:40;726,743;726,328;727,964;
221;18.06.25, 00:03:41;725,360;724,649;726,557;
222;18.06.25, 00:03:42;725,501;724,361;726,472;
223;18.06.25, 00:03:43;725,712;725,309;725,992;
224;18.06.25, 00:03:44;725,350;724,601;726,194;
225;18.06.25, 00:03:45;726,359;725,387;727,719;
226;18.06.25, 00:03:46;725,155;723,986;725,871;
227;18.06.25, 00:03:47;733,560;689,787;804,140;
228;18.06.25, 00:03:48;724,049;723,015;724,713;
229;18.06.25, 00:03:49;724,845;723,752;726,007;
230;18.06.25, 00:03:50;725,016;723,004;726,038;
231;18.06.25, 00:03:51;724,359;722,736;725,556;
232;18.06.25, 00:03:52;724,568;723,231;725,972;
233;18.06.25, 00:03:53;723,890;722,300;725,558;
234;18.06.25, 00:03:54;723,549;721,781;725,637;
235;18.06.25, 00:03:55;723,737;722,030;725,937;
236;18.06.25, 00:03:56;724,422;723,273;725,804;
237;18.06.25, 00:03:57;724,010;723,152;725,527;
238;18.06.25, 00:03:58;722,990;720,997;725,853;
239;18.06.25, 00:03:59;724,223;722,766;725,504;
240;18.06.25, 00:04:00;724,396;722,516;728,665;
241;18.06.25, 00:04:01;723,436;722,206;724,405;
242;18.06.25, 00:04:02;723,075;721,977;724,804;
243;18.06.25, 00:04:03;723,103;720,463;725,172;
244;18.06.25, 00:04:04;723,206;720,821;724,683;
245;18.06.25, 00:04:05;724,253;722,940;725,247;
246;18.06.25, 00:04:06;724,536;723,216;727,017;
247;18.06.25, 00:04:07;724,880;723,650;726,405;
248;18.06.25, 00:04:08;723,493;720,459;726,444;
249;18.06.25, 00:04:09;740,539;722,818;805,293;
250;18.06.25, 00:04:10;725,222;722,707;726,664;
251;18.06.25, 00:04:11;724,220;722,851;726,816;
252;18.06.25, 00:04:12;724,210;723,022;725,259;
253;18.06.25, 00:04:13;724,346;720,510;726,832;
254;18.06.25, 00:04:14;724,474;723,291;725,872;
255;18.06.25, 00:04:15;724,372;721,027;726,107;
256;18.06.25, 00:04:16;725,027;723,535;726,460;
257;18.06.25, 00:04:17;724,762;722,865;726,515;
258;18.06.25, 00:04:18;723,566;721,788;725,853;
259;18.06.25, 00:04:19;724,154;721,320;726,534;
260;18.06.25, 00:04:20;724,536;722,161;726,388;
261;18.06.25, 00:04:21;723,798;722,186;725,245;
262;18.06.25, 00:04:22;724,138;723,082;725,130;
263;18.06.25, 00:04:23;724,645;722,707;726,833;
264;18.06.25, 00:04:24;724,987;723,296;726,220;
265;18.06.25, 00:04:25;725,190;723,558;726,728;
266;18.06.25, 00:04:26;723,899;722,093;725,054;
267;18.06.25, 00:04:27;724,268;722,554;726,774;
268;18.06.25, 00:04:28;724,298;722,137;726,451;
269;18.06.25, 00:04:29;724,485;721,851;727,500;
270;18.06.25, 00:04:30;724,155;719,713;726,625;
271;18.06.25, 00:04:31;723,919;722,785;725,683;
272;18.06.25, 00:04:32;723,765;723,070;724,589;
273;18.06.25, 00:04:33;724,033;722,593;725,651;
274;18.06.25, 00:04:34;723,442;722,014;724,985;
275;18.06.25, 00:04:35;723,565;722,521;725,006;
276;18.06.25, 00:04:36;723,830;721,686;725,774;
277;18.06.25, 00:04:37;724,487;723,765;725,944;
278;18.06.25, 00:04:38;723,832;722,537;725,491;
279;18.06.25, 00:04:39;724,374;723,348;725,818;
280;18.06.25, 00:04:40;725,144;723,917;726,251;
281;18.06.25, 00:04:41;724,858;723,393;725,744;
282;18.06.25, 00:04:42;723,905;723,137;724,872;
283;18.06.25, 00:04:43;723,996;723,092;725,172;
284;18.06.25, 00:04:44;723,953;723,172;725,007;
285;18.06.25, 00:04:45;724,312;723,480;725,211;
286;18.06.25, 00:04:46;724,175;723,146;725,556;
287;18.06.25, 00:04:47;724,023;723,267;724,503;
288;18.06.25, 00:04:48;724,072;723,537;724,594;
289;18.06.25, 00:04:49;724,503;723,010;725,756;
290;18.06.25, 00:04:50;723,988;723,161;724,871;
291;18.06.25, 00:04:51;723,866;722,963;725,149;
292;18.06.25, 00:04:52;724,377;723,526;725,828;
293;18.06.25, 00:04:53;725,362;723,987;727,046;
294;18.06.25, 00:04:54;724,235;722,603;725,491;
295;18.06.25, 00:04:55;724,595;724,159;725,022;
296;18.06.25, 00:04:56;725,310;724,093;726,881;
297;18.06.25, 00:04:57;724,751;723,619;725,978;
298;18.06.25, 00:04:58;724,976;724,095;726,605;
299;18.06.25, 00:04:59;724,529;723,693;725,613;
300;18.06.25, 00:05:00;726,124;724,077;732,663;
301;18.06.25, 00:05:01;724,936;724,541;725,548;
302;18.06.25, 00:05:02;725,310;723,931;727,312;
303;18.06.25, 00:05:03;724,724;723,948;725,389;
304;18.06.25, 00:05:04;739,583;718,138;805,675;
305;18.06.25, 00:05:05;724,053;722,965;725,295;
306;18.06.25, 00:05:06;724,657;723,726;725,398;
307;18.06.25, 00:05:07;724,376;721,821;726,714;
308;18.06.25, 00:05:08;724,526;722,740;726,108;
309;18.06.25, 00:05:09;724,646;722,380;727,562;
310;18.06.25, 00:05:10;724,940;723,729;726,632;
311;18.06.25, 00:05:11;724,570;722,981;725,758;
312;18.06.25, 00:05:12;725,109;723,903;726,880;
313;18.06.25, 00:05:13;725,383;724,662;727,106;
314;18.06.25, 00:05:14;724,864;723,028;726,930;
315;18.06.25, 00:05:15;725,090;724,282;726,035;
316;18.06.25, 00:05:16;724,598;722,842;725,983;
317;18.06.25, 00:05:17;725,905;723,955;726,792;
318;18.06.25, 00:05:18;724,585;723,349;726,608;
319;18.06.25, 00:05:19;724,743;723,696;726,402;
320;18.06.25, 00:05:20;724,672;722,948;726,638;
321;18.06.25, 00:05:21;724,323;723,579;724,704;
322;18.06.25, 00:05:22;725,571;723,804;728,187;
323;18.06.25, 00:05:23;724,738;724,279;725,533;
324;18.06.25, 00:05:24;725,153;724,220;726,208;
325;18.06.25, 00:05:25;725,476;722,708;727,713;
326;18.06.25, 00:05:26;725,215;723,857;727,750;
327;18.06.25, 00:05:27;725,460;724,551;726,831;
328;18.06.25, 00:05:28;724,782;723,595;726,707;
329;18.06.25, 00:05:29;725,612;723,864;728,212;
330;18.06.25, 00:05:30;724,582;722,852;726,334;
331;18.06.25, 00:05:31;725,633;724,982;727,210;
332;18.06.25, 00:05:32;724,199;723,126;725,294;
333;18.06.25, 00:05:33;725,114;724,563;726,179;
334;18.06.25, 00:05:34;725,260;723,775;727,543;
335;18.06.25, 00:05:35;725,166;723,060;727,220;
336;18.06.25, 00:05:36;725,154;723,230;727,206;
337;18.06.25, 00:05:37;725,012;723,670;726,220;
338;18.06.25, 00:05:38;724,906;723,961;725,644;
339;18.06.25, 00:05:39;724,215;721,096;725,914;
340;18.06.25, 00:05:40;725,016;723,448;726,133;
341;18.06.25, 00:05:41;723,940;721,341;725,751;
342;18.06.25, 00:05:42;724,905;723,383;726,151;
343;18.06.25, 00:05:43;724,926;723,618;728,270;
344;18.06.25, 00:05:44;724,457;722,363;726,175;
345;18.06.25, 00:05:45;724,058;722,465;726,268;
346;18.06.25, 00:05:46;724,758;722,955;726,079;
347;18.06.25, 00:05:47;724,998;724,574;725,578;
348;18.06.25, 00:05:48;723,704;721,439;725,621;
349;18.06.25, 00:05:49;725,278;722,711;726,221;
350;18.06.25, 00:05:50;725,838;724,444;727,665;
351;18.06.25, 00:05:51;724,874;723,052;725,950;
352;18.06.25, 00:05:52;726,063;723,800;727,354;
353;18.06.25, 00:05:53;724,263;723,219;725,630;
354;18.06.25, 00:05:54;726,081;723,770;727,723;
355;18.06.25, 00:05:55;724,190;723,530;725,243;
356;18.06.25, 00:05:56;724,132;723,259;725,617;
357;18.06.25, 00:05:57;725,307;722,671;727,670;
358;18.06.25, 00:05:58;724,208;721,974;725,387;
359;18.06.25, 00:05:59;726,354;724,279;727,776;
360;18.06.25, 00:06:00;724,609;722,775;727,809;
361;18.06.25, 00:06:01;725,387;724,255;727,228;
362;18.06.25, 00:06:02;724,975;722,728;726,862;
363;18.06.25, 00:06:03;725,876;724,861;727,130;
364;18.06.25, 00:06:04;724,604;723,685;726,486;
365;18.06.25, 00:06:05;723,996;722,764;725,616;
366;18.06.25, 00:06:06;724,474;722,599;726,822;
367;18.06.25, 00:06:07;722,958;722,384;723,431;
368;18.06.25, 00:06:08;722,731;721,485;724,121;
369;18.06.25, 00:06:09;726,313;724,464;728,037;
370;18.06.25, 00:06:10;724,928;723,359;726,438;
371;18.06.25, 00:06:11;723,994;722,517;727,067;
372;18.06.25, 00:06:12;725,191;723,808;726,318;
373;18.06.25, 00:06:13;724,391;723,002;726,732;
374;18.06.25, 00:06:14;725,586;724,098;727,195;
375;18.06.25, 00:06:15;724,045;722,971;724,737;
376;18.06.25, 00:06:16;724,554;723,149;726,145;
377;18.06.25, 00:06:17;723,802;722,388;725,242;
378;18.06.25, 00:06:18;724,327;723,251;726,417;
379;18.06.25, 00:06:19;724,821;723,162;725,633;
380;18.06.25, 00:06:20;724,374;722,513;726,719;
381;18.06.25, 00:06:21;725,026;724,093;725,612;
382;18.06.25, 00:06:22;723,535;722,780;724,262;
383;18.06.25, 00:06:23;725,026;722,951;726,529;
384;18.06.25, 00:06:24;723,960;723,427;725,462;
385;18.06.25, 00:06:25;724,728;723,427;725,363;
386;18.06.25, 00:06:26;724,500;723,376;725,719;
387;18.06.25, 00:06:27;725,071;723,665;727,535;
388;18.06.25, 00:06:28;725,272;723,777;727,699;
389;18.06.25, 00:06:29;725,679;724,238;728,188;
390;18.06.25, 00:06:30;723,975;723,293;726,033;
391;18.06.25, 00:06:31;724,215;721,429;725,546;
392;18.06.25, 00:06:32;725,257;723,167;728,834;
393;18.06.25, 00:06:33;724,828;723,576;726,401;
394;18.06.25, 00:06:34;724,511;723,379;725,987;
395;18.06.25, 00:06:35;724,706;722,538;726,329;
396;18.06.25, 00:06:36;726,849;726,556;727,502;
397;18.06.25, 00:06:37;724,797;722,914;726,250;
398;18.06.25, 00:06:38;724,579;723,334;725,479;
399;18.06.25, 00:06:39;724,149;723,499;724,718;
400;18.06.25, 00:06:40;724,153;722,553;725,970;
401;18.06.25, 00:06:41;724,282;722,679;726,710;
402;18.06.25, 00:06:42;725,152;723,155;727,977;
403;18.06.25, 00:06:43;724,316;723,420;724,986;
404;18.06.25, 00:06:44;725,085;723,579;726,015;
405;18.06.25, 00:06:45;725,043;724,675;725,325;
406;18.06.25, 00:06:46;725,046;723,153;727,551;
407;18.06.25, 00:06:47;725,896;724,557;727,225;
408;18.06.25, 00:06:48;724,875;724,267;725,753;
409;18.06.25, 00:06:49;725,316;723,767;726,846;
410;18.06.25, 00:06:50;725,951;723,232;727,683;
411;18.06.25, 00:06:51;725,106;723,359;726,676;
412;18.06.25, 00:06:52;725,438;724,031;726,913;
413;18.06.25, 00:06:53;726,004;724,294;727,987;
414;18.06.25, 00:06:54;725,573;724,380;727,352;
415;18.06.25, 00:06:55;725,134;723,618;726,617;
416;18.06.25, 00:06:56;725,578;724,039;726,327;
417;18.06.25, 00:06:57;725,263;724,313;725,934;
418;18.06.25, 00:06:58;725,510;724,833;726,371;
419;18.06.25, 00:06:59;726,228;724,582;728,788;
420;18.06.25, 00:07:00;726,130;722,865;732,481;
421;18.06.25, 00:07:01;725,668;724,448;728,023;
422;18.06.25, 00:07:02;726,514;724,494;728,629;
423;18.06.25, 00:07:03;726,489;726,078;726,830;
424;18.06.25, 00:07:04;726,323;724,202;727,437;
425;18.06.25, 00:07:05;725,358;724,219;726,268;
426;18.06.25, 00:07:06;725,421;723,955;726,479;
427;18.06.25, 00:07:07;725,634;724,737;726,135;
428;18.06.25, 00:07:08;725,277;724,411;726,303;
429;18.06.25, 00:07:09;725,810;724,690;726,699;
430;18.06.25, 00:07:10;726,020;724,978;726,708;
431;18.06.25, 00:07:11;725,014;724,008;725,708;
432;18.06.25, 00:07:12;726,460;725,883;727,032;
433;18.06.25, 00:07:13;726,083;725,123;727,114;
434;18.06.25, 00:07:14;725,495;724,941;726,062;
435;18.06.25, 00:07:15;735,041;725,655;768,815;
436;18.06.25, 00:07:16;724,501;722,438;726,341;
437;18.06.25, 00:07:17;724,903;724,396;725,279;
438;18.06.25, 00:07:18;724,639;723,445;726,126;
439;18.06.25, 00:07:19;725,173;724,057;726,019;
440;18.06.25, 00:07:20;725,146;724,568;725,728;
441;18.06.25, 00:07:21;726,734;725,254;727,461;
442;18.06.25, 00:07:22;727,727;726,219;729,255;
443;18.06.25, 00:07:23;727,875;726,652;729,547;
444;18.06.25, 00:07:24;727,488;725,736;730,148;
445;18.06.25, 00:07:25;727,484;725,688;728,404;
446;18.06.25, 00:07:26;727,589;726,263;728,607;
447;18.06.25, 00:07:27;728,527;727,967;729,241;
448;18.06.25, 00:07:28;727,239;726,130;728,522;
449;18.06.25, 00:07:29;727,684;726,272;729,172;
450;18.06.25, 00:07:30;727,777;725,923;728,430;
451;18.06.25, 00:07:31;727,539;726,488;727,898;
452;18.06.25, 00:07:32;727,650;725,360;729,460;
453;18.06.25, 00:07:33;727,301;726,198;728,675;
454;18.06.25, 00:07:34;727,124;724,146;729,899;
455;18.06.25, 00:07:35;728,023;725,278;729,362;
456;18.06.25, 00:07:36;726,787;725,440;727,664;
457;18.06.25, 00:07:37;727,811;725,904;728,715;
458;18.06.25, 00:07:38;728,451;726,965;730,922;
459;18.06.25, 00:07:39;726,849;726,066;728,898;
460;18.06.25, 00:07:40;736,050;725,832;769,078;
461;18.06.25, 00:07:41;728,103;726,541;729,264;
462;18.06.25, 00:07:42;726,478;724,918;727,366;
463;18.06.25, 00:07:43;727,969;726,966;728,635;
464;18.06.25, 00:07:44;728,228;727,035;729,130;
465;18.06.25, 00:07:45;726,955;724,971;728,416;
466;18.06.25, 00:07:46;726,642;725,563;727,664;
467;18.06.25, 00:07:47;726,949;725,964;727,948;
468;18.06.25, 00:07:48;727,346;726,439;728,016;
469;18.06.25, 00:07:49;728,244;727,785;728,986;
470;18.06.25, 00:07:50;727,636;726,516;728,710;
471;18.06.25, 00:07:51;727,040;725,548;728,435;
472;18.06.25, 00:07:52;727,920;727,124;728,940;
473;18.06.25, 00:07:53;727,039;726,521;727,490;
474;18.06.25, 00:07:54;727,237;725,227;729,304;
475;18.06.25, 00:07:55;726,925;724,736;729,039;
476;18.06.25, 00:07:56;727,671;725,221;729,240;
477;18.06.25, 00:07:57;726,494;725,236;728,573;
478;18.06.25, 00:07:58;727,543;725,342;730,053;
479;18.06.25, 00:07:59;728,282;725,545;730,281;
480;18.06.25, 00:08:00;728,517;724,574;733,145;
481;18.06.25, 00:08:01;727,605;726,285;728,675;
482;18.06.25, 00:08:02;728,200;727,451;728,993;
483;18.06.25, 00:08:03;727,023;725,344;728,241;
484;18.06.25, 00:08:04;727,395;726,624;728,071;
485;18.06.25, 00:08:05;728,668;727,247;729,985;
486;18.06.25, 00:08:06;727,024;726,003;728,585;
487;18.06.25, 00:08:07;727,600;725,934;729,941;
488;18.06.25, 00:08:08;727,789;726,588;728,442;
489;18.06.25, 00:08:09;728,193;727,023;729,466;
490;18.06.25, 00:08:10;727,563;726,287;729,691;
491;18.06.25, 00:08:11;727,189;726,057;728,570;
492;18.06.25, 00:08:12;728,285;725,715;730,121;
493;18.06.25, 00:08:13;728,445;727,366;730,494;
494;18.06.25, 00:08:14;727,672;726,774;729,498;
495;18.06.25, 00:08:15;727,723;726,525;728,847;
496;18.06.25, 00:08:16;728,633;727,339;729,650;
497;18.06.25, 00:08:17;727,830;726,753;728,629;
498;18.06.25, 00:08:18;727,863;726,487;728,612;
499;18.06.25, 00:08:19;727,413;725,322;729,280;
